,id,MetadataSubject,MetadataTo,SenderPersonId,MetadataDateSent,MetadataDateReleased,MetadataCaseNumber,MetadataDocumentClass,ExtractedBodyText
7161,7162,162,7,3.0,417,3,1,3,I'd like to send letter for memorial service and call family.
7162,7163,3852,0,2.0,727,3,1,3,"Mills, Cheryl D ,  Kendall, David; RE: Attorney-client privileged/confidentialappy New Year to you both and to the Kendall extended family.Xocdm"
7164,7165,3854,0,7.0,723,3,1,3,"sbwhoeop,  : Iran hikers info. SidJust now the NYT is reporting what I assume you already know, that the US hikers held prisoner in Iran were grabbed inIraq. I also assume that you saw the report last  that they were seized by a volutionary Guard officer now held fordrug running and murder.It seems that the hikers were too close to a drug trail. I will send you memos on latest political intel and policy ideas forEurope in next few days. SidUS ikers Were Seized in IraqBy Babak SarfarazPosted on  24, 2010, Printed on  22, 2010http://www.theinvestigativefund.org/investigations/internationa1/1338/KURDISTAN PROVINCE, IRAN—Since their arrest last  by Iranian forces near the Iraqborder, three Americans — Shane Bauer, Josh Fattal andSarah Shourd — have been at the center of a high-stakesdiplomatic struggle between Tehran and Washington. Iranianauthorities have repeatedly aused the three of entering Iranto conduct espionage. Meanwhile, friends and family of thethree, along with the State Department, the Committee toProtect Journalists, The Nation and The Investigative Fund[Bauer has written Investigative Fund stories that appeared inThe Nation and Mother Jones], have rejected the spyingcharge and suggested that the Americans aidentally crossedthe border while on a recreational hike. Despite a well-publicized visit by the detainees' mothers in , Iran hasreleased little information about the circumstances of theirarrest or the status of their case.The Nation and The Investigative Fund have located twowitnesses to the arrest who claim that Bauer, Fattal andShourd were on Iraqi territory when they were arrested — notin Iran, as Iranian officials have asserted. Two additionalsources report that the volutionary Guards officer wholikely ordered their detention has since been arrested oncharges of smuggling, kidnapping and murder.The witnesses are residents of a Kurdish village in Iraq calledZalem, which lies a few miles from the Iran border; theydeclined to be identified, fearing retaliation from Iranianforces, who have been known to conduct missions across theborder. The witnesses separately reported noticing the threeAmericans as they hiked up a mountain in the scenic Khormalregion, which straddles the border. Part of the mountain liesin Iraq and part in Iran, but except for a few watchtowers andoasional signposts, the border here is largely unmarked,although local residents are familiar with its boundaries.The witnesses, who followed the Western-looking hikers outof curiosity, say that around 2 pm on  31, as the hikersdescended the mountain, uniformed guards from NAJA,Iran's national police force, waved the hikers toward theIranian side using ""threatening"" and ""menacing"" gestures.When their calls were ignored, one officer fired a round intothe air. As the hikers continued to hesitate, the guards walkeda few yards into Iraqi territory, where they lack jurisdiction,and apprehended them.These witness aounts corroborate a statement Bauer madeon  20 during a tele-vised reunion at a Tehran hotelbetween the hikers and their mothers. As the New York Timesreported, Bauer ""denied that they had walked into Iran, asthey were aused of doing, before stopping himself andsaying, 'We can't really talk about that.""Farhad Lohoni, a local tribal leader, had previously claimedthat the American hikers had been snatched from Iraq in across-border raid by Iranian agents, as reported in the DailyTelegraph in  2009. Lohoni said that his relatives hadseen a group of men cross the border into Iraq, and he told theTelegraph that the hikers ""were targeted and captured by agroup that came over from Iran, ignoring Iraq's sovereignty.We know this and it means that Iran must have wanted to takeAmericans hostage at this sensitive time.""A State Department spokesman said that he had been unawareof evidence that the three were arrested in Iraqi territory butwould not comment further.Once captured, Bauer, Fattal and Shourd were sped by car tothe local headquarters of the Iranian volutionary Guards inMarivan, a town close to the border in the province ofKurdistan. When they arrived, aording to two sources, theAmericans were remanded into the custody of Lt. Col. eyvaTaab, then head of the volutionary Guards' intelligenceunit in the region. Aording to these sources — a formermember of the volutionary Guards and an official whoserves in the provincial government at Sanandaj — only Taabwould have had the authority to order the Americans'detention and eventual transfer to Tehran. A branch of theIranian military with at least 125,000 personnel, thevolutionary Guards are responsible for maintainingnational security throughout the Islamic public.""When I heard the news that they had arrested Americanhikers, I immediately thought, This is the work of theintelligence arm of the volutionary Guards, because theyhave people in this region,"" says Idris Ahmedi, an IranianKurdish exile and a regional expert who is a visiting scholarat Georgetown University. ""I thought they were most likelylured into Iranian Kurdistan, where they could arrest them. Itis consistent with Iran's past actions.""Less than a month later, in late  2009, Taab himselfwas arrested and charged with the  6 murder of the son ofMostafa Shirzadi, the Imam Joma ( prayer leader) ofMarivan, an influential cleric in the region. Shirzadi's nephewwas also allegedly killed by Taab. Since his arrest Taab hasbeen implicated in a vast criminal enterprise encompassing aprofitable smuggling operation and dozens of murders, rapesand kidnappings. Aording to the Sanandaj official,numerous lawsuits, perhaps hundreds, have been filed againstTaab in Kurdistan, alleging libel, theft, rape, kidnapping andmurder. Taab's case has twice been before a judge, and heawaits execution in a Tehran prison.Although the state-run Iranian press has not reported onTaab's crimes, they were made public in a series of articles in and  by a Kurdish news site, Kurdistan VaKurdnews, run by the Kurdistan Democratic Party. A 17 article describes Taab as the head of a ""criminalband"" and reports that Taab and seven aomplices wereunder arrest by the volutionary Guards for their role in avast number of illegal killings.Several sources describe Taab as the central power inKurdistan province. Aording to locals and experts, controlof the border lies in the hands of the volutionary Guards, inparticular their intelligence unit, Etelaat Sepah, whose localdivision had been commanded by Taab for about five years.""At this point it's really the Sepah, the volutionary Guards,that are in charge, especially in the western provinces,especially because the Americans are on the other side, inIraq,"" says Kaveh Ehsani, an assistant professor ofinternational studies at DePaul University and an Iran expertwho serves as a contributing editor to the journal Middle Eastport. ""On the surface the security force [NAJA] is incharge, but it really is the volutionary Guards that controlthe borders.""It is a region where, aording to several Iran experts,smuggling and cross-border traffic are routine. The Iraq-Iranborder is ""relatively porous because it's mountainous,"" saysFaraz Sanei, an Iran researcher at uman Rights Watch,which issued a report last year on political freedom in IranianKurdistan. Sanei describes the border as a common escaperoute for dissidents —journalists, human rights advocatesand Iranian Kurds—as well as a commonly used trade routefor goods. ""Smuggling is something that has taken place andcontinues to take place there, whether it be of goods or ofhumans across the border. It's something that happens quiteoften.""Soon after Taab took charge of the Sepah in the northwesternquadrant of Kurdistan, he began to enrich himself off theblack-market border economy. Aording to the Sanandajofficial and the former volutionary Guards officer, whohad firsthand knowledge of Taab's activities, Taab's firstscheme involved selling merchandise confiscated from pettysmugglers, known as koolbars, who traffic consumer goodsacross the border (a trade depicted in the Iranian film A Timefor Drunken orses, which won the Camera d'Or at Cannesin 2000).The region is also home to a variety of Kurdish nationalistgroups that have been demanding autonomy from the centralTehran government. One of these, the Party for Free Life inKurdistan (PJAK), is affiliated with the Kurdistan Workers'Party, a Kurdish separatist organization that engages in armedconflict within Turkey and has been labeled a terroristorganization by the United States and other governments.Since 2005 PJAK, based in the mountains in Kurdish Iraq,has been in open conflict with Tehran and has claimedresponsibility for killing dozens of volutionary Guardssoldiers in cross-border raids on Iranian military bases, aswell as for the  2007 downing of an Iranian militaryhelicopter by a shoulder-launched missile in Khoy, inWestern Azerbaijan province, which killed thirteen Iraniansoldiers.It has been speculated that some of these Kurdish militantsenjoy US support. In  2006, presentative DennisKucinich wrote a letter to President Bush questioning whetherthe US government was ""fomenting opposition andsupporting military operations in Iran among insurgent groupsand Iranian ethnic minority groups, some of whom areoperating from Iraq."" Kucinich named two groups, includingPJAK. In  of that year, Seymour ersh reported inThe New Yorker that ""Israel and the United States have alsobeen working together in support of a Kurdish resistancegroup known as the Party for Free Life in Kurdistan,"" and thata government consultant told him that the Israeli governmenthad provided ""equipment and training"" to PJAK.The United States and Israel have denied any involvementwith PJAK. Still, these allegations of support have gainedsubstantial traction inside Iran and may have undergirdedTaab's decision to detain Bauer, Fattal and Shourd as well asthe repeated public charges of espionage against the three. Inearly , for instance, Iranian Intelligence Minister eydarMoslehi told Iran's Press TV that ""it is quite obvious to usthat the three Americans arrested in Iran last year had linkswith Western and Israeli intelligence services.""The Iranian government has retaliated against rising Kurdishmilitancy by launching a counteroffensive on PJAK, insideIran and across the border in Iraq. In  2007, forexample, Iranian soldiers crossed into Iraq and attackedseveral villages, McClatchy reported. Most recently, on 4, officials in Iraq's semiautonomous Kurdish region allegedthat ""a small unit of Iranian soldiers,"" including a tank andseveral other vehicles, had penetrated more than a mile intoIraqi Kurdistan's Arbil province in search of Kurdish rebels.Until his arrest, Taab was a key player in Iran's counter-offensive. The former volutionary Guards officer says thatseveral current members of the Guards told him that Taab'sstated goal was to ""completely wipe out PJAK"" in hisjurisdiction. Aording to Alunedi, the scholar atGeorgetown, Taab was involved in recent cross-borderassassinations of Iranian Kurds in Iraqi Kurdistan. TheKurdish weekly Awena reported that Taab and his unitassassinated two Kurds on  15, 2008.Aording to the former officer and the Sanandaj official,Taab's criminal enterprise grew beyond smuggling in 2007,when he made his first forays into murder. Koolbars, the pettyborder smugglers, are often killed by land mines or fatallyshot by border police. So Taab concocted a scheme to kidnapkoolbars as well as ordinary unemployed Iranian Kurdishcivilians, dress them in the uniforms of PJAK insurgents andthen kill them—claiming they'd died in a military clash—inorder to collect a bounty, as high as $40,000 a head, from hissuperiors in the volutionary Guards. e was assisted in thisplot by at least nine others, seven of whom have beenapprehended. The article in Kurdistan Va Kurdnews namedall seven, including aji Majid Muqimiyan of Kermansha,identified as a ringleader.PJAK has officially denied involvement in these borderclashes, including in a  3, 2009, post to the Iranianwebsite Tabnak, which is published by Mohsen zai, aformer head of the volutionary Guards. Many of the PJAKclashes may, in fact, have been ""bogus,"" said the Sanandajofficial. ""More or less no clashes with PJAK have beenreported in the area since eyva Taab and his gang werebusted.""A mother of one koolbar tearfully described her son'sdisappearance. She said he went missing the same day inearly 2009 that the government later claimed a clash withPJAK had taken place. The woman, a resident of a bordertown in Iranian Kurdistan, is a plaintiff in one of the lawsuitsagainst Taab; she asked that her name and location not bementioned, for fear that it would harm her case in court.Taab's scheme was wildly suessful, aording to theSanandaj official, who said one bank aount under Taab'sname has had nearly $6 million deposited in it since 2008.This macabre scheme ended only in the spring of 2009, whenTaab killed a local official's brother who was seeking work inthe area and, more decisively, last  when he killed thecleric's son.On  11 Mohammad Javad Larijani, secretary general ofIran's igh Council for uman Rights, said that thegovernment's investigation was nearly complete and a trialfor Bauer, Fattal and Shourd ""should not be very far fromnow."" In a statement issued on  17, the mothers of thehikers called on Iran either to prosecute or release theirchildren. ""Iran has no legitimate reason at this stage not torelease them or move forward with a fair trial in which ourchildren can openly answer any allegations against them.""""These new revelations, if indeed true, show the hikers havebeen victims of political machinations and manipulation,""said adi Ghaemi, executive director of the InternationalCampaign for uman Rights in Iran. ""The fact that they havebeen held for so long without prosecution strongly supportsthis trend. Under Iranian laws, they have committed no crimeand should be released immediately. Their Iranian lawyer,who has studied the judicial files against them, hasconsistently maintained the only charge against them is illegalentry, which is subject to a fine and not arbitrary detention forso long. With this new information, even that charge appearsfabricated, and there is no basis for holding them.""As of the press date, Shane Bauer, Josh Fattal and SarahShourd have been detained by Iran for ten months andtwenty-three days.This article was reported in collaboration with theInvestigative Fund at The Nation Institute. Naseh Afrani, apseudonym, contributed reporting from Kurdistan province,and Nicholas Jahr contributed reporting from New York0 2010 The Investigative Fund. All rights reserved.View this story online at:http://www.theinvestigativefund.org/investigations/internationa1/1338/http://www.nytimes.com/2010/10/23/world/middleeast/23hikers.html?_r=1&pagewanted=print 22, 2010Iran Seized U.S. ikers in Iraq, U.S. portAssertsBy MICAEL R. GORDON and ANDREW W. LERENIran has aused three American hikers of illegally crossing into Iranian territory in  2009 and is still holding two ofthem in prison. But a classified American military report made public by WikiLeaks, which describes the chaotic day whenthe hikers were detained, asserts that the hikers were on the Iraqi side of the border when they were seized.The initial reports of any incident are not always correct. But one American government official who served in Iraq saidthat the field report was generally consistent with what he had been told by Iraqi officials — namely, that the hikers wereclose to the border but on the Iraqi side.The episode began when four Americans traveled from Syria to northern Iraq, planning to hike up the Ahmed Awa, amountainous area with a dramatic waterfall. One American, Shon Meckfessel, became ill and stayed behind when hisfriends — Shane M. Bauer, Joshua F. Fattal and Sarah E. Shourd — set out on  31.A  31 field report states that Mr. Meckfessel learned of the arrests when a ""female called him saying they were beingsurrounded by armed men.""At first, the American military did not know who was holding the Americans. An intelligence officer at the American Armydivision based in northern Iraq, the report notes, initially described the event as a ""kidnapping"" and said the threeAmerican tourists ""were being taken to the Iranian border.""The report lists a number of military grids where the Americans were believed to have been hiking or had been detained— all on the Iraqi side of the border.As documented in the report, the frenetic effort to locate the American hikers and to inter-view Mr: Meckfessel appeared tosupport the claim that they were tourists and not American intelligence operatives, as Iran has alleged. A drone aircraftwas sent to look for the missing Americans, and two F-16s jet fighters were alerted. American Special Operations forceswere sent to pick up Mr. Meckfessel, so he could be taken to Baghdad for questioning.As the day wore on, the Americans received a report from an officer with the pesh merga, the Kurdish military force innorthern Iraq, that the Iranians had detained three American citizens ""for being too close to the border."" The  reportreflects some frustration with the hikers for their ""lack of coordination"" in venturing to northern Iraq and offers somethoughts on the episode's broader implications.""The leadership in Iran benefits as it focuses the Iranian population on a perceived external threat rather than internaldissension,"" it notes. ad the ument >>"
7165,7166,3855,0,7.0,728,3,1,3,David Miliband lost by less than 2 percent to his brother Ed. Ed is the new leader. David was marginally hurt by ny'sbook but more by Mandelson's endorsement coupled with his harsh statements about the left. This is something of aregression.Sid
7166,7167,2018,8,3.0,418,3,1,3,Bill wants to go to church at 10:15 so can we do btw 12 and 7 ?
7168,7169,3857,0,7.0,728,3,1,3,"Ed beat Davis by 1.3 percent. Ed's aeptance speech to Labour conference says that the party was betrayed on Iraq andthat trust was lost as a result. ""I get it,"" he said. e sets his goal to the party: ""Win back your trust."" Very clear repudiationof ny. e ends: ""Turns the page.. .the work of the new generation begins."" Sid"
7169,7170,3858,0,7.0,728,3,1,3,"Ed Miliband's victory was carried by an anti-Blair undercurrent. In the first round voting, David was ahead. But when thevotes of Ed Balls was distributed to the second choice of voters, they put Ed over. Balls represents Gordon, but evenmore a distancing from New Labour. Ed's use of Iraq as an issue is symbolic of the repudiation of New Labour. Ed hadmore labor union votes for leader, which aounted for one-third of total. Ed's ""new generation"" rhetoric covers thatregression and continuing reactive impulse. Now the shadow cabinet, due to a new decision, will be elected by the party.Ed is the former environment minister and good on green issues, of course, but has no foreign policy perspectiveyet instinctively to the left, which means anti-Afghanistan mission as currently conceived, it should go without saying.David lost precisely because he held responsible positions.Sid"
7170,7171,2019,7,3.0,418,3,1,3," ,  'abedinh@state.gov':Asked me to call back with details. Any direction?We don't know about this and have no plans to do so, but Bill will call him later to return his call"
7171,7172,2020,8,3.0,418,3,1,3,Yes--and Bill wanted to talk w you too. Can he do that after we finish?
7172,7173,3859,0,9.0,728,3,1,3,Wow
7173,7174,3860,0,16.0,727,3,1,3,"Verveer, Melanne S ,  31, 2010 12:10 AMFW: Dinner with MY and GRadout from the dinner tonight."
7174,7175,133,23,3.0,418,3,1,3,"When I'm in NY at UN I'd like to have mtg w Margot Wallstrom, the new Special p on sexual violence. Melanne knowsher.I'd like to do a mtg early in week about message for Latin Am tripI need to see Andrew this week w Jack Lew.Am I scheduled to re-launch the NetFreedom Taskforce per a memo I rec'd from ormats and Otero?"
7175,7176,3861,0,83.0,729,3,1,3,"After nearly two months of legal wrangling, Senator Murkowski was finally certified as the winner of the Alaska Senaterace on . The Governor and Lt. Governor signed the paperwork certifying the result, in time for the Senator tobe sworn in next  with the rest of her colleagues."
7176,7177,3862,212,3.0,418,3,1,3,ow does the collapse of the Dutch govt. affect our speech?
7177,7178,3863,0,0.0,723,3,1,3,FYI. Two people emailed me to say this speech was great. I haven't read it yet.
7178,7179,2021,212,3.0,418,3,1,3,"Foe example, the statement that the debate about out-of-area operations being over doesn't look so clear post Dutchdecision."
7179,7180,3864,0,2.0,724,3,1,3,"RCAttached is the ppt that AMS will give tomorrow at the A/S meeting. It likely will take most of the time to gothorough.We are not handing out copies until others who are editing it have had the chance to go through it carefully.If you have the chance, take a look through and make sure nothing is too problematic for flashing on thescreen, recognizing the goal is by the end of the day, to have a version that can be handed out on Weds to theill and internally.cdm >"
7180,7181,2005,210,3.0,418,3,1,3,This new effort is very encouraging but will require boatloads of patience.
7181,7182,2025,60,3.0,418,3,1,3,I'd like to do and probably better on . I'll confirm tomorrow. Where do you want to go? I prefer quiet andprivate around 6:30-7 if that's ok for you both.
7182,7183,2025,60,3.0,418,3,1,3," , Februa 'sbwhoeop: ShaunThat sounds good. Will you make reservations for us?"
7183,7184,2025,60,3.0,418,3,1,3,"Ok w 7. , 21 2010 9:14 PM'sbwhoeop: Shaun"
7185,7186,2413,4,3.0,418,3,1,3,Any updates?
7186,7187,3866,8,3.0,418,3,1,3,I just got back and will be up for awhile.
7187,7188,3775,0,22.0,729,3,1,3,Thanks. ooe you are having a good breakappy New Year!
7188,7189,38,14,3.0,419,3,1,3,Pls print.
7190,7191,2037,4,3.0,419,3,1,3,Did anyone claim responsibility?
7191,7192,1257,216,3.0,419,3,1,3,"Mark--thanks for the offer of help. I'd appreciate anything you can to do assist w the completion of the AmericanPavilion. I am copying Kris Balderston, who is working on the Expo project for me, and asking him to contact you tofollow up. All the best."
7192,7193,3868,0,16.0,729,3,1,3,"be more than you want to know. Obviously, TBD.appy New Year to all the Clintons!1.4(D)B1 IN PARTB1,1.4(D)"
7193,7194,3869,14,3.0,419,3,1,3,Pls print.
